Time [s],Period,HomeHull,AwayHull
1359.0,1.0,1084.797122248936,1112.3681476650959
1361.0,1.0,1098.308108257896,1025.803368921888
1363.0,1.0,1078.069424561064,984.933304786784
1365.0,1.0,1020.3447221007441,945.929179763488
1367.0,1.0,989.06835142612,898.904575193488
1369.0,1.0,984.1868233603361,861.6507523903681
1371.0,1.0,988.06317524728,839.166015939592
1373.0,1.0,978.2192000462239,819.116019533016
1375.0,1.0,939.741660040008,769.97265243288
1377.0,1.0,884.8978413898001,660.481060659064
1379.0,1.0,808.6994122610721,550.056716672168
1381.0,1.0,793.152642174728,476.243016342864
1383.0,1.0,891.6913209651361,468.200742766648
1385.0,1.0,1101.79543097796,627.18850109292
1387.0,1.0,1311.410937347592,858.6809556513601
1389.0,1.0,1358.200261690064,1034.32765851944
1391.0,1.0,1257.029219605776,1153.684758327528
1393.0,1.0,1187.0077017616559,1397.852057091608
1395.0,1.0,1135.3514834674797,1724.899360446248
1397.0,1.0,1002.2781478033601,1852.986962788672
1399.0,1.0,941.931407127136,1751.687204810256
1401.0,1.0,1050.850342986,1692.044567191264
1403.0,1.0,1074.870990797272,1572.6900825825278
1405.0,1.0,971.257319145176,1373.21771719064
1407.0,1.0,847.950457466024,1307.521000168232
1409.0,1.0,783.9772136660799,1422.107217622568
1411.0,1.0,741.09817067932,1466.1300597034801
1413.0,1.0,717.660997226952,1429.75798937796
1415.0,1.0,784.004492579944,1391.223796574856
1417.0,1.0,754.155866565184,1326.162985508824
1419.0,1.0,624.785486325504,1314.372105267264
1421.0,1.0,545.082475266696,1306.6326035003917
1423.0,1.0,558.857401441016,1317.42765036368
1425.0,1.0,627.212731815664,1344.9391411452639
1427.0,1.0,644.1851004952,1347.754504631816
1429.0,1.0,555.558883624144,1141.880965689184
1431.0,1.0,599.1806107548321,1079.226734690816
1433.0,1.0,719.0166718698961,1105.165924329288
1435.0,1.0,670.012004976456,1000.0404829629761
1437.0,1.0,531.257035428376,892.369526564952
1439.0,1.0,453.378678263024,929.5044785351599
1441.0,1.0,464.982438291192,1110.843346088704
1443.0,1.0,486.1914340329604,1194.1784293875855
1448.0,1.0,507.44126075727735,1128.544786079586
1450.0,1.0,476.17765682257595,1005.0137116588639
1452.0,1.0,483.021566182416,939.1371266657679
1454.0,1.0,497.12901970549603,956.3746345614641
1456.0,1.0,531.867211304304,1019.949752417416
1458.0,1.0,565.1951594042,894.9120610237919
1460.0,1.0,728.4539512014197,896.3228928474264
1489.0,1.0,1220.4119264368383,855.6698083430684
